code,name_english,description_english,name_french,description_french
39-9032,Recreation Workers,"Conduct recreation activities with groups in public, private, or volunteer agencies or recreation facilities. Organize and promote activities, such as arts and crafts, sports, games, music, dramatics, social recreation, camping, and hobbies, taking into account the needs and interests of individual members.",Travailleurs des loisirs,"Mener des activités récréatives avec des groupes dans des organismes publics, privés ou bénévoles ou des installations récréatives. Organiser et promouvoir des activités telles que les arts et l'artisanat, les sports, les jeux, la musique, le théâtre, les loisirs sociaux, le camping et les passe-temps, en tenant compte des besoins et des intérêts de chaque membre."
39-904,Residential Advisors,,Conseillers résidentiels,
39-9041,Residential Advisors,"Coordinate activities in resident facilities in secondary school and college dormitories, group homes, or similar establishments. Order supplies and determine need for maintenance, repairs, and furnishings. May maintain household records and assign rooms. May assist residents with problem solving or refer them to counseling resources.",Conseillers résidentiels,"Coordonner les activités dans les établissements résidentiels des dortoirs des écoles secondaires et des collèges, des foyers de groupe ou des établissements similaires. Commandez des fournitures et déterminez les besoins d'entretien, de réparations et d'ameublement. Peut tenir à jour les dossiers du ménage et attribuer des chambres. Peut aider les résidents à résoudre des problèmes ou les orienter vers des ressources de counseling."
39-909,Miscellaneous Personal Care and Service Workers,,Divers travailleurs des soins personnels et des services,
39-9099,"Personal Care and Service Workers, All Other",All personal care and service workers not listed separately.,"Travailleurs des soins personnels et des services, tous les autres",Tous les travailleurs des soins personnels et des services ne sont pas énumérés séparément.
41-1,Supervisors of Sales Workers,,Superviseurs des vendeurs,
41-101,First-Line Supervisors of Sales Workers,,Superviseurs de première ligne des vendeurs,
41-1011,First-Line Supervisors of Retail Sales Workers,"Directly supervise and coordinate activities of retail sales workers in an establishment or department. Duties may include management functions, such as purchasing, budgeting, accounting, and personnel work, in addition to supervisory duties.",Superviseurs de première ligne des travailleurs de la vente au détail,"Superviser et coordonner directement les activités des vendeurs au détail dans un établissement ou un département. Les tâches peuvent inclure des fonctions de gestion, telles que les achats, la budgétisation, la comptabilité et le travail du personnel, en plus des tâches de supervision."
41-1012,First-Line Supervisors of Non-Retail Sales Workers,"Directly supervise and coordinate activities of sales workers other than retail sales workers. May perform duties such as budgeting, accounting, and personnel work, in addition to supervisory duties.",Superviseurs de première ligne des travailleurs de la vente au détail,"Superviser et coordonner directement les activités des vendeurs autres que les vendeurs au détail. Peut effectuer des tâches telles que la budgétisation, la comptabilité et le travail du personnel, en plus des tâches de supervision."
41-2,Retail Sales Workers,,Travailleurs de la vente au détail,
41-201,Cashiers,,Caissiers,
41-2011,Cashiers,"Receive and disburse money in establishments other than financial institutions. May use electronic scanners, cash registers, or related equipment. May process credit or debit card transactions and validate checks. Excludes ""Gambling Change Persons and Booth Cashiers"" (41-2012).",Caissiers,"Recevoir et débourser de l'argent dans des établissements autres que des institutions financières. Peut utiliser des scanners électroniques, des caisses enregistreuses ou de l'équipement connexe. Peut traiter les transactions par carte de crédit ou de débit et valider les chèques. Exclut les « personnes qui changent de jeu et les caissiers de kiosque » (41-2012)."
41-2012,Gambling Change Persons and Booth Cashiers,"Exchange coins, tokens, and chips for patrons' money. May issue payoffs and obtain customer's signature on receipt. May operate a booth in the slot machine area and furnish change persons with money bank at the start of the shift, or count and audit money in drawers. Excludes ""Cashiers"" (41-2011).",Changer de jeu Personnes et caissiers de kiosque,"Échangez des pièces, des jetons et des jetons contre de l'argent des clients. Peut émettre des gains et obtenir la signature du client à la réception. Peut exploiter un stand dans la zone des machines à sous et fournir aux changeurs une banque d'argent au début du quart de travail, ou compter et vérifier l'argent dans les tiroirs. Exclut les « caissiers » (41-2011)."
41-202,Counter and Rental Clerks and Parts Salespersons,,Commis au comptoir et à la location et vendeurs de pièces,
41-2021,Counter and Rental Clerks,"Receive orders, generally in person, for repairs, rentals, and services. May describe available options, compute cost, and accept payment. Excludes ""Fast Food and Counter Workers"" (35-3023), ""Hotel, Motel, and Resort Desk Clerks"" (43-4081), ""Order Clerks"" (43-4151), and ""Reservation and Transportation Ticket Agents and Travel Clerks"" (43-4181).",Commis au comptoir et à la location,"Recevez des commandes, généralement en personne, pour des réparations, des locations et des services. Peut décrire les options disponibles, calculer le coût et accepter le paiement. À l'exclusion des « travailleurs de la restauration rapide et des comptoirs » (35-3023), des « commis de bureau d'hôtel, de motel et de villégiature » (43-4081), des « commis aux commandes » (43-4151) et des « agents de réservation et de transport et commis aux voyages » (43-4181)."
41-2022,Parts Salespersons,Sell spare and replacement parts and equipment in repair shop or parts store.,Vendeurs de pièces,Vendez des pièces de rechange et de remplacement et de l'équipement dans un atelier de réparation ou un magasin de pièces.
41-203,Retail Salespersons,,Vendeurs au détail,
41-2031,Retail Salespersons,"Sell merchandise, such as furniture, motor vehicles, appliances, or apparel to consumers. Excludes ""Cashiers"" (41-2011).",Vendeurs au détail,"Vendez des marchandises, comme des meubles, des véhicules automobiles, des appareils électroménagers ou des vêtements aux consommateurs. Exclut les « caissiers » (41-2011)."
41-3,"Sales Representatives, Services",,"Représentants des ventes, Services",
41-301,Advertising Sales Agents,,Agents de vente publicitaire,
41-3011,Advertising Sales Agents,"Sell or solicit advertising space, time, or media in publications, signage, TV, radio, or Internet establishments or public spaces.",Agents de vente publicitaire,"Vendre ou solliciter de l'espace, du temps ou des médias publicitaires dans des publications, de la signalisation, des établissements de télévision, de radio ou Internet ou des espaces publics."
41-302,Insurance Sales Agents,,Agents de vente d'assurance,
41-3021,Insurance Sales Agents,"Sell life, property, casualty, health, automotive, or other types of insurance. May refer clients to independent brokers, work as an independent broker, or be employed by an insurance company.",Agents de vente d'assurance,"Vendez des assurances vie, IARD, santé, automobile ou autres. Peut référer des clients à des courtiers indépendants, travailler comme courtier indépendant ou être employé par une compagnie d'assurance."
41-303,"Securities, Commodities, and Financial Services Sales Agents",,"Agents de vente de valeurs mobilières, de matières premières et de services financiers",
41-3031,"Securities, Commodities, and Financial Services Sales Agents","Buy and sell securities or commodities in investment and trading firms, or provide financial services to businesses and individuals. May advise customers about stocks, bonds, mutual funds, commodities, and market conditions.","Agents de vente de valeurs mobilières, de matières premières et de services financiers","Acheter et vendre des titres ou des matières premières dans des sociétés d'investissement et de négoce, ou fournir des services financiers aux entreprises et aux particuliers. Peut conseiller les clients sur les actions, les obligations, les fonds communs de placement, les matières premières et les conditions du marché."
